Catalog No,Reign Era,Reign Dates,Temple/Personal Name,Mint,Obverse Inscription,Description,Rarity (Hartill: lower=rarer),Entry Date,Book Page,PDF Page
22.1045,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,381,101
22.1046,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,381,101
22.1047,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron。 尔 Br bao。 1855-59,,1855-59,381,101
22.1048,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,缶 Fou bao。 1855-59,,1855-59,381,101
22.1049,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Protruding head boo。 1855.59,,1855-59,381,101
22.1050,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,珍 Zhen bao 1855-59. T02478 卫02480 卫02482 ND2484 R2486 卫02488 11 罡,8,1855-59,381,101
22.1051,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿十 Dang shi (Value Ten)。 PD2451 13,13,,382,102
22.1052,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 五十 Dang wushi (Value Fifty)。 卫02452 12 Obv: 咸蹩元贸 Kian Perg VLOIL bq0,2,,382,102
22.1053,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 嵩百 Dang bai (Value One Tundred) TD2453 Large Coins iron Obv: 咸蹩重资 Xian Pen Zhong bao。 Rev: Denomination above and below,3,,382,102
22.1054,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,尔 Er bao. Rev: 凿五 Dang wu (Value Five) 1855,,,382,102
22.1055,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,尔 Er bao. Rev: 凿十 Dang shi (Value Ten) 1855-57. 13,13,1855-57,382,102
22.1056,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"缶 Rou bao。 Rev: 蕾十 Dang shi (Value Ten) 1855.57. 13 In January 1855, Zhili started casting iron coins。 4 trial casting for one year was to deliver the equiualent of 120,000 strings O[ regulation cash to Peking: This work was carried out in a branch mint wilh 10 furnaces that was situated oulside the western suburbs by the Lingyu temple; In May 1857, the eristing 4 copper coin furnaces at the main mint were altered to iron coin furnaces, and anolher one added. Another 10 iron coin furnaces were also added to the branch mint。 The casting Of Value Ten iron coins was stopped in June 1857 Iron coin MInls Were also tO be opened in Tianjin Zhengding; and Daming to cast Value One iron coins; but il seems that only_Zhengding came inlo operation with 10 jurnaces。 In July 1859,让 was reported thal (here were a total of 35 furnaces 讥 Baoding and Zhengding; and that tO dale not less than 1,000,000 strings had been cast, but the people were not using the iron coins, and the 30 [urnaces at Zhengding (presumably this includes the Baoding branch mint furnaces) were to be closed. In November, the Tve furnaces in Bao dig were also closed. Tron V",,1855-57,382,102
22.1096,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Emperor Wen Zong,,,389,109
22.1122,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦x Kian Peng tong bao,Rev,,,394,114
22.675,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,"Six stroke bei, closed head tong。 East branch。 卫02411,51534",1,,335,55
22.676,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,"-8 I July 1854, the Superintendent Ol the",,,335,55
22.677,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,"Closed head, one dot tong。 West branch。 盏",,,335,55
22.678,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,Protruding head boo (sometimes absent)。 North branch。 Type B. Bei rectangular; feet attached to the corner. Nominal weight 1 qian. 1853-57,,1853-57,335,55
22.679,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,-82 Branch privy marks a9,,,335,55
22.683,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸型(丰)通宵 Kian Feng tong bao,-85 Branch privy marks ag,,,335,55
22.742,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Seven stroke bei, closed head tong。 New branch。 Type B. Bei rectangular , feet attached to the corner. Nominal weight 1 qian。 1853-57",,1853-57,341,61
22.743,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Closed head Iong。 New branch 卫02437,51535",7,,341,61
22.744,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Square head, two dot tong。 Old branch",,,341,61
22.745,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Square head, One dot Long。 Auxiliary furnaces。 Zinc coins",,,341,61
22.746,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"-8 New, Old and Auxiliary branches as above。 1854.57 Iron coin",,1854-57,341,61
22.750,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Six stroke bei。 New branch 卫02439-40,9,,342,62
22.751,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Smaller size """,,,342,62
22.752,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Seven stroke bei Old branch,,,342,62
22.753,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Sualler Size。 The Value Pive coin UOS inlroduced in April 1854.It was to weigh 2 qian 2 fen (8.2 Brams actal weighl QS low Qs grams), and ils alloy was to be 6 parts Of copper to parts Of base metal。 Their casting was stopped 讥 September 1857,as they would no longer circulate。 Value Ten Obv: 咸蹩重赓 Kian Peng zhong bao。 Rev: 凿十 Dang shi (Value Ten) above and below Type 工.尔 Er bao. Large size, diameter over 35mm, nominal weight 6 qian, actual weight 18-20 grams. Square characters. June 1853-Feb 1854",,,342,62
22.754,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Seven stroke bei。 Old branch。 RD2442 11 Type MI. 缶 Rou bao. Narrow rims, diameter 31.35mm, nominal weight 4.4 qian, actual weight 12-16 grams. Blegant, flowing characters. March 1854-57",11,1854-57,342,62
22.755,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Six stroke bei。 New branch 13,,,342,62
22.756,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Seven stroke bei Old branch。 13 Type M2. 尔 Br bao. Broader rims, diameter around 30mN.1857-61",,1857-61,342,62
22.757,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"-8 New and Old branch, as above。 13",13,,342,62
22.758,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Emperor Wen Zong,,,342,62
22.759,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"Seven stroke bei。 Old branch T02444 11 Type M. 缶 Rou bao. Smaller size; diameter around 47mm, nominal weight liang 2 qian actual weight around 35 Brans。 Elegant; towing characters. April 1854-July 185",4,,343,63
22.760,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,"-1 New and Old branches, as above; 卫02443 12 Value One Hunared。 Obv: 咸型元宵 Kan Feng ytan bao。 Rev: 觜百 Dang bai (Value One Hundred) above and below。 Type M. Nominal weight 1 liang 4 qian, actual weight around 45 grams. 缶 Fou bao。 March 1854-July 1855",3,,343,63
22.761,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,| New,,,343,63
22.762,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,-3 New and Old branches as above。 卫02445,5,,343,63
22.763,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,百 New,,,343,63
22.764,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Six stroke bei。 New branch [02446,,,344,64
22.765,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Seven stroke bei。 Old branch。 Value One Thousand。 Obv: 咸塑元* Kian Peng Juan bao. 缶 Rou bao Rev: 富千 Dang qian (Value One Thousand) above and below。 Nominal weight 2 liang actual weight around 75 grams. March 1854-Au8 1854,,,344,64
22.766,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Si stroke ber。 New branch R02447,,,344,64
22.767,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",,Seven stroke bei。 Old branch,,,344,64
22.1123,Xianfeng,1851-1861,Wen Zong,"Board of Works (Boo-yuwan, Peking)",咸些逦x Kian Peng tong bao,Rev,,,394,114
22.1057,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,One dot tong. Brass 1854,,,383,103
22.1058,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,Iron 1855 Obv: 咸些重饔 Xian Feng zhong bao。 Rev: Boo de left and right. Denomination above and below,,,383,103
22.1059,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,尔 Br bao。 Rev: 凿五 Dang Wu (Value Pive). Iron。 1855. RD2531,1,,383,103
22.1060,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,缶 Fou bao. Rev: 十 Dang shi (Value Ten) Brass。 1854-55 p02532 器,,1854-55,383,103
22.1061,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,Iron。 1855,,,383,103
22.1062,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,Rev: 富五十 Dang wushi (Value Fifty)。 1854-55。 卫02533 10 Obv: 咸蹩元/ Xian Feng Vuan bao,3,1854-55,383,103
22.1063,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",,"Rev: 蓄百 Dang bai (Value One Hundred) 1854-55。 卫02534 Chengde UUOS Glso Rnown Os Jehol (热河 Rehe)。 In July 1854,the Military Gouernor OI Jehol, Yu Shi; annolnced that he was collecting UP copper and requested permission to sel UP 4 minl。 TTere were two large furnaces for casting copper, and one small one; In May 1855, Yu Shi memorialised thal Jelol was shorl o copper, and had started casting iron coins. In September, casting was halted",4,1854-55,383,103
22.1064,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,Square head tong。 Iron。 1854. Obv: 咸掣重寰 Xian Feng 2hong bao。 Rev: Denomination above and below,,,384,104
22.1065,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,Rev; 五 Dang wu (Value Pive). Iron。 1854-55,,1854-55,384,104
22.1066,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,"Rev: 凿十 Dang shi (Value Ten). Brass, large SIZC。 1854. R02455",,,384,104
22.1067,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,Iron。 1854.55,,1854-55,384,104
22.1068,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,"Brass, small size 1854-55. 卫02454",4,1854-55,384,104
22.1069,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,Rev: 鲎五十 Dang wushi (Value #ty) 1854 R02456 9 Obv: 咸<元餐 Kian Peng yuan bao,,,384,104
22.1070,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,"Rev: 百 Dang bai (Value One Hundred)。 1854 TD2457 In September 1854, Brigadier-Beneral Qing reported that a trial casting of large coins had been carried oul a minl at the Ma Lan garrison (ow Zunhua in the Ma Lan valley).By November, Valwe Fve and Value Ten iron coins had been added to the castig; Al lhe end O1 December; ihe weight O[ the copper Value Ten WUOS reduced to 3 qian 5 fen [13 grans]. Tn Rebruary 1855, the Brigaciier-general reported tat the weighis had been reduced, and the fling O「 the coins was not being carried out s0 that when distributed, the mers Chanls Uere Tol willing to use them and the soldiers would not accept them their pay。 At presenl; there Was To copper or iron, and as a resull casting had stopped",7,,384,104
22.1078,Xianfeng,1851-1861,Wen Zong,"Chengde, Zhili",咸:通贫 Jian Feng tOng bao,Emperor Wen Zong,,,385,105
22.960,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,The,,,374,94
22.978,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,"Rev: 凿十 Dang shi (Value Ten)。 卫D2550,81597 13 Large COIs Type 2. Obv: 咸蹩重C Kian Reng zhong bao. Small chuwan。 Denomination above and below. 1854-55",0,1854-55,375,95
22.979,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,Rev: 凿十 Dang shi (Value Ten) 13,13,,375,95
22.980,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,Rev: 五十 Dang Wushi (Value Fifty)。 卫D2531 12 Obv: 咸骘元贸 Kian Peng yuan bao,12,,375,95
22.981,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,Rev: 凿百 Dang bai (alue One Hundred)。 卫D2532 12 Taiwan; Rev: Boo tai left and right,12,,375,95
22.982,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,Obv: 咸w通z Kian Rerg tong bao. 185354。 卫02530 10,0,,375,95
22.987,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,,,,376,96
22.988,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,,,,376,96
22.997,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,,,,376,96
22.998,Xianfeng,1851-1861,Wen Zong,"Chengdu, Sichuan",,,,,376,96
22.827,Xianfeng,1851-1861,Wen Zong,"Dading, Guizhou",,The,,,355,75
22.1103,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,Small size。 1855-57. 下02563 13,13,1855-57,391,111
22.1104,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,"Large gize, large ba。 1857. 13 Rev: 凿十 Dang shi (Value Ten) above and below Small coins; diameter around 25mm",,,391,111
22.1105,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,1855-57。 13 Large coins; diameter around 35皿皿,,1855-57,391,111
22.1106,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,尔 Br bao。 1857-61,,1857-61,391,111
22.1107,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,缶 Pou bao。 1857-61. 卫02564 Obv: 咸型元* Kian Feng Juan bao. Rev: 凿八十 Dang bashi (Value Eighty) above and below,4,1857-61,391,111
22.1108,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,"1855。 Allthe above are found in red copper and brass, and the smaller coins occastonally in iron。 In Janwary 1855,a local official Geng Fu, memorialised; In {the Dihual region, 800 coins make one lang O silver, and 8 coins make one fen。 Because it agrees Wth local regulations, [i is proposed tOJ cast Valwe Eight lrgepiember, Geng Ru had produced some regulations: Re casting Of Value Eighl and Value Ten large cois. Dach year, 3,200 strings 0 Value Eight coins can_be cast, the equivalent Of 12,800 Lang Ofsilver。 Tle Value Light weighs qian 6 fen [6,.0 grams] , the Value Ten 2 qian [7.5 grams] In March 1857,i was decided to increase the weighl O[ Ue Value Eight and the Value Ten coin, but in the same year the casting Of the Value Eight was stopped. In April 1861, casting Of large coins ceased , and; judg- ing by the comparative rarity Of the increased weight Value Ten coins, had been ata low level previously",,,391,111
22.1111,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,"咸 臂 重 度2 织 具醺 富 富 , 多",,,392,112
22.1114,Xianfeng,1851-1861,Wen Zong,"Dihua, Xinjiang",,Emperor Wen Zong,,,392,112
22.1020,Xianfeng,1851-1861,Wen Zong,"Dongchuan, Yunnan",,Approx. the,,,379,99
22.770,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Large f,,,345,65
22.771,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Rounded f,,,345,65
22.772,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Small fu,,,345,65
22.773,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Open f。 Iron coins。1855-59,,1855-59,345,65
22.774,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Narrow 加,,,345,65
22.775,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Rounded 加,,,345,65
22.776,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,"Rev: Open fu。 卫02508,51549 : 51552 瓷",8,,345,65
22.777,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Numbers above and below Rev: P shi (Tventy [cash]) 卫D2518,8,,346,66
22.778,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 五十 Il shi (Fifty [cash]) 卫02527 RD2522,2,,346,66
22.779,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 百 Yi bai (One hundred [cashj)。 Note the 上 chopnork at the bottom; such chopmarks (merchanl 's validating stamps uswally found On siluer coins) are a feature Ol Fujian large coins,,,346,66
22.780,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 一十 Yi shi (Ten [cash])。 下02510,,,347,67
22.781,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 二十 F shi (Twenty [ash]) 下D2517 10,10,,347,67
22.782,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,"Rev: 五十 IVu shi (Fifty [cashj。 TD2523 22.,783 Loopg Of fu closed 22.,784 Rev: 一百 Yibai (One hundred [cashj). 下02526 5",22,,347,67
22.783,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,咸 赛口逾 粤09 百,,,347,67
22.784,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Emperor Wen Zong,,,347,67
22.785,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 十 Y shi (Ten [cashj)。 Field: 前重五巍 Jzhong wu qian (Calculated weight 5 qian) pD2515,5,,348,68
22.786,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev 十 Br shi (Twenty [cashj) Field: '重一雨J Zhong JL liang (Calculated weight 1 liang)。 卫D2521,1,,348,68
22.787,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 五十 Wu shi (Fifty [cash])。 Pield: 雨五畿B lian UU qian (2 liang 5 qian) 卫02524,4,,348,68
22.788,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev; 一百 Yi bai (One Hundred [casn])。 Rield: 前重五雨 尤 zhong wU liang (Calculated weight 5 liang)。 Large coins Type 4. Obv: 咸掣重赛 Jian Feng Zhong bao. 1853-55。 Rev: Denomination above.Characters for weight below,,1853-55,348,68
22.789,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Above: 五文 Wu wen (Pive cash)。 Below: 畿八分 San qian ba fen (3 qian 8 fen),,,348,68
22.790,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev Above: 文 Dang yishi wen (Equivalent to 10 cash)。 Below: 匕畿五分 Qi qian wu fen。 qian 5 fen),,,348,68
22.791,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: Above: 十文 er shi wen (Eguivalent to twenty cash)。 Below; 雨五分 ' 珩 UUU fen (1 lang 5 fen)。 Auhenticity Ofthis type doubtfl. No records recaresstahaglen weighls are higher than the Offcially pr。 scribed weights。4 reduced weight Upe would be,,,348,68
22.792,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 凿五 Dang UUU (Value fve [cashj) Rim: 鼗五分 Pr qian wll fen (2 qian 5 fen) p02509,,,349,69
22.793,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 十 Yishi (Ten [casb])。 Rim: 五畿前重 Wu qian ji zhong (5 qian calculated weight)。 卫02514 11,4,,349,69
22.794,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev 士 Eshi (Twenty [cashbj) Rim; 雨'重 Ki liang 尤 tcaonC (1 lian calculated weight) [02520 11,11,,349,69
22.795,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev 五十 W shi (Ffy 51591 Rim: 二雨五I Br lang UJU (2 liang 5 qian)。 卫02525,5,,349,69
22.796,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 一百 Yi bai (One Iaed [easaie Rim: 五雨削重 Wu liang ji zhong (5 liang calculated weight) 下2529 Onl found as a pattern,,,349,69
22.797,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev; 十 Yishi (Ten [cash]). T02513 13,3,,350,70
22.798,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev; 十 Br shi (Twenty [cash]) 卫02519 15,9,,350,70
22.799,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,Rev: 五十 Wu shi (Pfty [ash])。 FD2523,3,,350,70
22.800,Xianfeng,1851-1861,Wen Zong,"Fuzhou, Fujian",,"Rev: 一百 Yi bai (One hundred [ash]) FD2528 JULY 1853.THD GOVERNOR GENERUL OF RUJIAN AND ZHEJLANG, WANG YTDE NPMORIALISCS ABOUT THE CASTIG OF LARGE COINS BY FUJLAV PROVINCE。 工 venture to inform you about Mi (Fujlan) province; Bao Fu mint casting regulation coins。 Previously, they were used to augment the issue Of army pay, and circulated dispersed rsedporan the people Aflerwards because Silver was expensive and COIIS cheap, I 1823 the mint MaS Closed hut Lhis bv T0 means avoided the need to issue pay tor the army In 1850, the Board memorialised authorising the cast- ! of Xanfeng jyuan IC CoIIs but IL WAs not actualy arranged to open the furnaces for casting。 Because the casting O[ nao stopped some 20 years aBO, the workmen are g scattered Wke stars, and the furnaces tools for the most part al1 spoiled OT damaged 50 IOW have instructed part of the mint to be repaired and 33 SOOT 95 the furnace quota has been achieved; will Wrst cast jyuan coin samples tO de。 Iver to tbe Board. Because, remember; lately tbe price Of silver is much higher than 迎 the early years O[ Daoguang; Saiaalennte jtended to look into the circumstances, Cagt One OTtwo mao; Lhen Tequest permis: SIOn to StOp。 because the copper and zinc which the mint had stored up for many years past was decidedly corroded and rotten; rather than keep it in Store and waste i we cannot do better than use 1 LO Casl COIs This statesman has directed the Provincial Treasurer again and aBain to make suitable arrangements. As there 91C only established regwlations to copy, he has acted as the circumstances require。 At She mint he has added two furnaces which wllcast Value Ten Value Twenty; Value Fifty and a Value One Hun。 dred; belng each sort of large cow. In the originally egtablished turnaces wll be cast coins {or dally use, the Lwo to be used together。 At the Samle Uime; the people wll be allowed to hand over copper at the mint to exchange for coins; by Ieans Ofwhich one may continually carry 0ut casting; Also It has been decded that the Value Ten cois wil weigh 5 qian each, the Value Twenty hvice that Che Value Fifty and the Value One Hundred increased proportionally. The appearance O[ the coins will be just 35 the old pattern bul Increased II 51ze 皿 my humble opinion;i appears Lhat i the days of the ancient cash; u Mang see D。87] there were Value One Hundred, Value One Thousand, and also Value Five, Ten and Pify OIeS without doubt nothing but what was suitable for the circumstances; because the parts and the whole were mutualy 皿 balance, this was also convenient for the use Of the people。 myself should memorialise asking [or istructions Grom the 'Throne, and then deliberate further",8,,350,70
